min_score,max_rent,rent,apt_score
2,675,110,2
1,675,115,2
5,675,0,
1,675,110,2
1,675,105,2
5,676,0,
5,676,0,
5,676,0,
4,677,0,
5,677,0,
2,677,120,2
5,677,0,
1,677,115,2
3,677,0,
1,678,115,2
2,678,120,2
5,679,0,
5,679,0,
1,679,115,2
5,679,0,
4,679,0,
4,679,0,
4,680,0,
2,680,110,2
5,680,0,
3,680,0,
5,680,0,
4,680,0,
3,680,0,
2,680,105,2
1,681,105,2
3,681,0,
3,681,0,
2,681,132,2
3,681,0,
4,682,0,
2,682,110,2
4,682,0,
1,682,115,2
3,682,0,
4,683,0,
1,683,110,2
4,683,0,
5,683,0,
4,683,0,
3,684,0,
4,684,0,
5,684,0,
4,684,0,
1,684,115,2
1,684,126,2
4,684,0,
1,685,115,2
1,685,105,2
2,685,138,2
3,685,0,
2,685,110,2
1,686,105,2
5,686,0,
4,686,0,
5,686,0,
4,686,0,
3,687,0,
4,687,0,
3,687,0,
2,687,132,2
3,687,0,
2,687,120,2
1,687,110,2
2,687,132,2
3,688,0,
3,688,0,
3,688,0,
1,688,115,2
3,688,0,
2,689,105,2
2,689,126,2
5,689,0,
1,689,132,2
3,689,0,
1,689,115,2
4,689,0,
2,689,120,2
1,689,110,2
1,690,115,2
1,690,120,2
5,690,0,
3,690,0,
1,690,115,2
1,690,120,2
4,690,0,
1,690,132,2
5,691,0,
4,691,0,
4,691,0,
1,691,115,2
3,691,0,
2,692,115,2
1,692,126,2
2,692,120,2
2,692,115,2
3,694,0,
1,694,105,2
2,694,120,2
3,694,0,
4,695,0,
2,695,120,2
4,696,0,
3,696,0,
1,696,110,2
5,696,0,
3,696,0,
3,696,0,
2,697,110,2
1,697,120,2
2,698,110,2
5,698,0,
4,698,0,
1,698,110,2
1,698,126,2
1,698,126,2
5,698,0,
5,699,0,
4,699,0,
5,699,0,
4,699,0,
2,699,120,2
4,699,0,
1,699,120,2
2,699,115,2
5,699,0,
1,699,105,2
2,700,120,2
5,700,0,
1,700,110,2
1,700,110,2
5,701,0,
1,701,115,2
3,701,0,
5,701,0,
5,701,0,
1,701,126,2
2,702,115,2
1,702,115,2
3,703,0,
1,703,144,2
2,703,120,2
3,704,0,
4,704,0,
1,704,115,2
5,704,0,
4,704,0,
4,705,0,
5,705,0,
3,705,0,
3,705,0,
5,705,0,
1,706,126,2
2,706,105,2
1,706,105,2
3,706,0,
3,706,0,
1,706,120,2
3,706,0,
2,707,132,2
3,707,0,
2,707,110,2
4,707,0,
3,707,0,
1,707,126,2
5,708,0,
3,708,0,
