min_score,max_rent,rent,apt_score
4,18398,8516,5
5,18424,8516,5
2,18484,8111,5
4,18589,8941,5
4,19937,8941,5
2,20158,8516,5
3,20260,9857,5
4,20350,9388,5
2,20957,9388,5
3,21105,9388,5
4,21808,8516,5
2,24220,9857,5
3,25732,8111,5
1,25961,8516,5
2,26408,8516,5
3,28905,8111,5
3,29035,7725,5
1,29148,8516,5
5,32935,7725,5
5,33551,8111,5
5,43604,7725,5
5,72965,7725,5
