min_score,max_rent,rent,apt_score
1,388,0,Null
3,390,0,Null
4,390,0,Null
1,391,0,Null
1,391,0,Null
5,392,0,Null
1,394,0,Null
2,395,0,Null
1,395,0,Null
3,395,0,Null
1,396,0,Null
1,396,0,Null
1,397,0,Null
1,397,0,Null
1,397,0,Null
1,397,0,Null
1,397,0,Null
1,398,0,Null
3,399,0,Null
4,400,0,Null
4,400,0,Null
2,400,0,Null
1,400,0,Null
2,401,0,Null
1,402,0,Null
3,403,0,Null
3,403,0,Null
4,403,0,Null
1,404,0,Null
1,404,0,Null
1,404,0,Null
2,405,0,Null
1,405,0,Null
3,405,0,Null
3,405,0,Null
1,405,0,Null
4,406,0,Null
1,407,0,Null
2,407,0,Null
1,407,0,Null
1,407,0,Null
1,407,0,Null
1,407,0,Null
1,407,0,Null
1,407,0,Null
3,408,0,Null
1,410,0,Null
1,410,0,Null
1,410,0,Null
3,411,0,Null
1,411,0,Null
5,411,0,Null
1,412,0,Null
1,414,0,Null
3,414,0,Null
2,414,0,Null
2,415,0,Null
5,416,0,Null
4,416,0,Null
1,416,0,Null
1,416,0,Null
2,416,0,Null
1,416,0,Null
3,417,0,Null
5,417,0,Null
2,417,0,Null
3,418,0,Null
1,420,0,Null
1,420,0,Null
2,421,0,Null
3,421,0,Null
1,422,0,Null
1,422,0,Null
2,422,0,Null
3,423,0,Null
1,423,0,Null
1,424,0,Null
1,425,0,Null
1,425,0,Null
5,425,0,Null
3,425,0,Null
3,426,0,Null
1,426,0,Null
3,426,0,Null
1,427,0,Null
1,427,0,Null
1,428,0,Null
1,428,0,Null
3,428,0,Null
1,428,0,Null
3,428,0,Null
1,428,0,Null
1,428,0,Null
3,429,0,Null
2,430,0,Null
2,431,0,Null
5,431,0,Null
1,431,0,Null
3,433,0,Null
1,433,0,Null
5,433,0,Null
1,434,0,Null
1,434,0,Null
3,434,0,Null
1,435,0,Null
1,435,0,Null
5,435,0,Null
4,435,0,Null
3,437,0,Null
1,437,0,Null
1,437,0,Null
2,437,0,Null
4,437,0,Null
2,438,0,Null
1,438,0,Null
4,439,0,Null
3,440,0,Null
3,440,0,Null
3,440,0,Null
1,440,0,Null
1,441,0,Null
4,441,0,Null
3,441,0,Null
4,442,0,Null
3,442,0,Null
3,442,0,Null
2,443,0,Null
2,445,0,Null
2,445,0,Null
3,445,0,Null
1,445,0,Null
1,446,0,Null
2,447,0,Null
5,447,0,Null
4,448,0,Null
2,448,0,Null
5,448,0,Null
1,449,0,Null
1,449,0,Null
3,449,0,Null
2,450,0,Null
1,451,0,Null
2,451,0,Null
1,451,0,Null
1,452,0,Null
1,453,0,Null
3,454,0,Null
2,454,0,Null
1,454,0,Null
1,455,0,Null
2,455,0,Null
1,455,0,Null
1,455,0,Null
3,455,0,Null
1,455,0,Null
3,456,0,Null
5,456,0,Null
1,456,0,Null
1,457,0,Null
1,457,0,Null
2,458,0,Null
2,458,0,Null
1,459,0,Null
3,459,0,Null
1,459,0,Null
3,460,0,Null
5,460,0,Null
1,460,0,Null
1,460,0,Null
2,461,0,Null
2,461,0,Null
2,461,0,Null
2,462,0,Null
1,462,0,Null
1,463,0,Null
5,463,0,Null
2,464,0,Null
1,465,0,Null
1,466,0,Null
1,466,0,Null
2,466,0,Null
5,466,0,Null
1,467,0,Null
2,467,0,Null
3,467,0,Null
1,468,0,Null
1,468,0,Null
1,468,0,Null
2,468,0,Null
3,468,0,Null
4,469,0,Null
1,469,0,Null
1,470,0,Null
1,471,0,Null
2,471,0,Null
4,471,0,Null
2,471,0,Null
1,471,0,Null
5,472,0,Null
1,472,0,Null
1,472,0,Null
1,473,0,Null
1,474,0,Null
1,474,0,Null
1,475,0,Null
5,477,0,Null
2,477,0,Null
2,477,0,Null
1,477,0,Null
1,477,0,Null
2,478,0,Null
4,478,0,Null
2,478,0,Null
1,478,0,Null
5,479,0,Null
1,479,0,Null
1,479,0,Null
4,479,0,Null
3,479,0,Null
2,479,0,Null
1,480,0,Null
2,481,0,Null
5,481,0,Null
1,481,0,Null
1,481,0,Null
1,482,0,Null
1,482,0,Null
1,482,0,Null
3,482,0,Null
4,483,0,Null
3,484,0,Null
3,484,0,Null
3,485,0,Null
2,485,0,Null
2,486,0,Null
3,487,0,Null
1,487,0,Null
2,487,0,Null
1,487,0,Null
1,488,0,Null
2,488,0,Null
1,488,0,Null
1,488,0,Null
1,488,0,Null
3,489,0,Null
1,490,0,Null
2,490,0,Null
1,490,0,Null
5,491,0,Null
5,491,0,Null
4,492,0,Null
1,493,0,Null
1,493,0,Null
2,494,0,Null
2,495,0,Null
1,496,0,Null
1,496,0,Null
1,497,0,Null
5,498,0,Null
2,498,0,Null
1,499,0,Null
5,499,0,Null
3,499,0,Null
3,500,0,Null
2,500,0,Null
2,500,0,Null
3,500,0,Null
1,501,0,Null
1,502,0,Null
3,502,0,Null
1,503,0,Null
2,503,0,Null
2,504,0,Null
1,505,0,Null
4,506,0,Null
4,506,0,Null
4,507,0,Null
3,508,0,Null
1,508,0,Null
3,508,0,Null
1,508,0,Null
5,509,0,Null
3,510,0,Null
3,510,0,Null
2,511,0,Null
3,511,0,Null
3,512,0,Null
1,512,0,Null
1,512,0,Null
3,514,0,Null
3,515,0,Null
1,516,0,Null
1,516,0,Null
1,516,0,Null
1,516,0,Null
1,516,0,Null
1,518,0,Null
1,518,0,Null
4,518,0,Null
1,518,0,Null
4,519,0,Null
1,519,0,Null
3,519,0,Null
1,520,0,Null
3,520,0,Null
1,520,0,Null
2,520,0,Null
1,520,0,Null
5,521,0,Null
1,522,0,Null
1,522,0,Null
3,522,0,Null
3,522,0,Null
3,523,0,Null
1,523,0,Null
4,523,0,Null
2,524,0,Null
3,525,0,Null
1,525,0,Null
1,525,0,Null
2,526,0,Null
